id,user_prompt,n_duplicates,annot1_name,annot1_label,annot1_template,annot1_notes
sharegpt-20614,Please write an introductory paragraph in the style of an analytical essay arguing that Jay Gatsby is a metaphor for the falseness and futility of the American Dream.,2,E,major edits,Please write an introductory paragraph in the style of an analytical essay about X.,
wildchat-378208,essay on the conclusion section for a systematic review dissertation on harnessing blockchain technology to eradicate poverty in africa,1,P,minor edits,essay on the conclusion section for a systematic review dissertation on X,
sharegpt-25657,"write a 1-2 page article, in the witty style of The Atlantic, about the increasing size of passenger vehicles and the inconvenience this causes",1,L,minor edits,"write a 1-2 page article, in the witty style of The Atlantic, about X",
wildchat-285430,"please generate 100 message about why fake channel who sell drugs should be banned in telegram

don’t add number or channel name

use new line to sperate each message

“”“
This channel is contributing to drug-related crime.

This channel is harming our communities.
”“”",8,P,major edits,please generate 100 message about X,
wildchat-249714,Juvenile delinquency characteristics in 150 words,1,P,minor edits,X in 150 words,
lmsys-29128,two body paragraphs (confirmation) presenting explanations that support social media  opinion,1,L,major edits,two body paragraphs presenting explanations about X,
lmsys-756953,write 10 tweets about people who suffer from imagination of world war 3.,1,E,minor edits,write 10 tweets about X.,
sharegpt-31263,Write an article in the style of the New York Times describing an altercation between Nancy Pelosi and Kamala Harris.  Include expressions like bag of gnawed bones and beef sausage legged lumberjack.  Include a hospital visit in the end and an appearance by Joe.,1,L,major edits,Write an article in the style of the New York Times describing X.,
wildchat-328510,text about rally group b,1,E,minor edits,text about X,
wildchat-143559,"Write a dialogue style drama on Share how Li, a Chinese man in late 20’s, got Wei, his Chinese girlfriend in mid 20’s, to get into cuckolding with a black man.",1,L,major edits,Write a dialogue style drama on X.,
lmsys-161994,dream up an idea for a television show based on if the south won the american civil war and its now 1975,1,E,minor edits,dream up an idea for a television show based on X,
sharegpt-80975,"i want to create a fable that tells the story of PC culture combined with a sense of entitlement over being naked backfiring, when a naked man walks by two naked women, is aroused with the first, but not with the second, and the second takes offense and makes a scene.",1,E,major edits,i want to create a fable that tells the story of X.,
wildchat-562532,"Hi , write down a speech for me on “ Junk food should be banned in School cafeteria” a maximum of 1 page. ",1,L,minor edits,"Hi , write down a speech for me on “ X” a maximum of 1 page. ",
lmsys-427047,"article: ""at least two people were killed in a suspected bomb attack on a passenger bus in the strife-torn southern philippines on monday , the military said .""
You are a experienced journalist and you wrote this article for a newspaper. Write a headline for it. Let's think step by step.",1,L,minor edits,"article: ""X.""
You are a experienced journalist and you wrote this article for a newspaper. Write a headline for it. Let's think step by step.",
wildchat-2563,can you write me a grammatically professional and highly detailed literature review discussing the following (with an embedded harvard references section): What are the ethical implications surrounding the employment of mass surveillance for data collection in contemporary society?,1,E,minor edits,can you write me a grammatically professional and highly detailed literature review discussing the following (with an embedded harvard references section): X,
wildchat-144021,"The purpose behind my thesis is to explore the construction of China's image in foreign media, and I intend to use The Portrayal of Chinese International Companies in American Media: A Case Study of American mainstream media coverage on Tiktok ban in Montana
I will analyse the coverage of the event in three of the largest newspapers in circulation, the New York Times, the Washington Post and USA Today, and select a total of three representative articles. The method is textual analysis. Can you help me with the introduction section?",1,E,major edits,The purpose behind my thesis is to explore X. The method is textual analysis. Can you help me with the introduction section?,
lmsys-626611,Write a short and persuasive commentary about how war is bad and children can turn into tyrants,1,F,minor edits,Write a short and persuasive commentary about X,
