topic_id,topic_polarity,topic_text,template_id,template_text,prompt_text
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-772006,Give me a little caption on [I],Give me a little caption on the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-583896,Give an example of [I],Give an example of the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-51273,Give a caption for an image about [I],Give a caption for an image about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-112227,"Generate the best, coolest, 200-word article about [I]","Generate the best, coolest, 200-word article about the right of 16-year-olds to vote in federal elections"
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-89477,Generate a suitable story for girls about [I],Generate a suitable story for girls about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-40618,Generate a poem about [I],Generate a poem about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-449555,Generate a linkedin post about [I],Generate a linkedin post about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-559559,Generate a LinkedIn post about [I],Generate a LinkedIn post about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-517000,Generate 10 sentences on [I],Generate 10 sentences on the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-129891,"Explain [I] to someone that has no background in it, make it interesting","Explain the right of 16-year-olds to vote in federal elections to someone that has no background in it, make it interesting"
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-345928,Design a 1 hour lesson plan talking about [I],Design a 1 hour lesson plan talking about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-143298,Debate the pros and cons for [I],Debate the pros and cons for the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-96758,create the first 4 paragraphs of a story about [I],create the first 4 paragraphs of a story about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-685669,Create the beginning for a solo rpg based in a cyberpunk 2077 World but with [I],Create the beginning for a solo rpg based in a cyberpunk 2077 World but with the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-620156,Create ten 45-minute lesson plans for grade 5 on [I],Create ten 45-minute lesson plans for grade 5 on the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-674390,"Create in 12 catchy Google ads Titles, in under 30 characters, for [I]","Create in 12 catchy Google ads Titles, in under 30 characters, for the right of 16-year-olds to vote in federal elections"
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-12840,create five TV marketing slogans for a TV show about [I],create five TV marketing slogans for a TV show about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-35189,Create an introduction about [I],Create an introduction about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-664685,Create an in-depth research paper analyzing [I],Create an in-depth research paper analyzing the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-70524,Create an email about [I],Create an email about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-140069,Create an argument about [I],Create an argument about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-671423,Create an Amazon Ad for keyword [I],Create an Amazon Ad for keyword the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-10597,create a tagline for [I],create a tagline for the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-47255,Create a story about [I],Create a story about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-327199,Create a story about [I],Create a story about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-505004,Create a song for my lover about [I],Create a song for my lover about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-761,create a short description for [I],create a short description for the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-27369,Create a plan about [I],Create a plan about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,hhonline-9724,Create a paragraph about [I],Create a paragraph about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-636630,Create a letter about [I],Create a letter about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-62366,Create a learning resource about [I],Create a learning resource about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-273349,Create a fun and interactive 60-minute lesson plan for grade five on [I],Create a fun and interactive 60-minute lesson plan for grade five on the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-79077,Create a conversation about [I],Create a conversation about the right of 16-year-olds to vote in federal elections
0,neutral,the right of 16-year-olds to vote in federal elections,lmsys-646903,"Create a completely original, never before written, honest account of [I]","Create a completely original, never before written, honest account of the right of 16-year-olds to vote in federal elections"
